OrderID,OrderDate,CustomerID,ProductID,ProductName,Category,Quantity,UnitPrice,Discount,Sales,Profit,ShipMode,DeliveryDays,DeliveryDate,Returned,CustomerRating,CustomerName,Segment,Region,City,JoinDate,DiscountBand,YearMonth
ORD000007,2024-12-21,CUST00898,PRD0025,Bicycle,Sports,4,420.47,0.0,1681.88,1054.64,Standard,6,2024-12-27,No,5,Customer 898,Home Office,West,Los Angeles,2024-04-02,No Discount,2024-12
ORD000007,2024-12-21,CUST00898,PRD0023,Dumbbells,Sports,2,137.68,0.05,261.59,98.53,Express,3,2024-12-24,No,4,Customer 898,Home Office,West,Los Angeles,2024-04-02,1-10%,2024-12
ORD000007,2024-12-21,CUST00898,PRD0011,Dress,Clothing,3,237.5,0.0,712.5,218.16,Standard,6,2024-12-27,No,4,Customer 898,Home Office,West,Los Angeles,2024-04-02,No Discount,2024-12
ORD000008,2024-01-04,CUST00386,PRD0010,Sneakers,Clothing,3,218.68,0.05,623.24,176.96,Standard,8,2024-01-12,No,5,Customer 386,Corporate,West,San Francisco,2023-01-20,1-10%,2024-01
ORD000008,2024-01-04,CUST00386,PRD0013,Cookware Set,Home & Kitchen,3,56.91,0.25,128.05,64.24,Express,3,2024-01-07,No,4,Customer 386,Corporate,West,San Francisco,2023-01-20,21%+,2024-01
ORD000008,2024-01-04,CUST00386,PRD0008,Jeans,Clothing,4,293.74,0.0,1174.96,681.52,Standard,9,2024-01-13,Yes,3,Customer 386,Corporate,West,San Francisco,2023-01-20,No Discount,2024-01
ORD000009,2024-04-07,CUST00675,PRD0017,Storage Box,Home & Kitchen,4,172.28,0.2,551.3,290.18,Express,3,2024-04-10,No,4,Customer 675,Corporate,South,Miami,2024-07-15,11-20%,2024-04
ORD000010,2023-05-16,CUST00304,PRD0007,T-Shirt,Clothing,3,102.69,0.05,292.67,150.41,Standard,6,2023-05-22,No,4,Customer 304,Corporate,West,Los Angeles,2024-10-04,1-10%,2023-05
ORD000011,2025-04-29,CUST00709,PRD0009,Jacket,Clothing,1,99.78,0.1,89.8,46.71,Same Day,1,2025-04-30,Yes,2,Customer 709,Corporate,South,Miami,2024-04-03,1-10%,2025-04
ORD000012,2024-12-23,CUST00833,PRD0013,Cookware Set,Home & Kitchen,1,56.91,0.0,56.91,35.64,Standard,9,2025-01-01,No,3,Customer 833,Corporate,West,San Francisco,2024-02-07,No Discount,2024-12
ORD000012,2024-12-23,CUST00833,PRD0005,Smartwatch,Electronics,3,314.64,0.05,896.72,451.01,Standard,9,2025-01-01,No,3,Customer 833,Corporate,West,San Francisco,2024-02-07,1-10%,2024-12
ORD000012,2024-12-23,CUST00833,PRD0019,Perfume,Beauty,2,141.9,0.0,283.8,170.34,Express,4,2024-12-27,No,5,Customer 833,Corporate,West,San Francisco,2024-02-07,No Discount,2024-12
ORD000013,2024-09-02,CUST00519,PRD0006,Camera,Electronics,1,233.09,0.0,233.09,149.69,Standard,5,2024-09-07,No,3,Customer 519,Consumer,Central,Chicago,2024-02-28,No Discount,2024-09
ORD000013,2024-09-02,CUST00519,PRD0023,Dumbbells,Sports,3,137.68,0.05,392.39,147.8,Standard,5,2024-09-07,No,4,Customer 519,Consumer,Central,Chicago,2024-02-28,1-10%,2024-09
ORD000013,2024-09-02,CUST00519,PRD0002,Laptop,Electronics,4,252.23,0.25,756.69,213.61,Express,4,2024-09-06,No,4,Customer 519,Consumer,Central,Chicago,2024-02-28,21%+,2024-09
ORD000014,2024-05-11,CUST00093,PRD0009,Jacket,Clothing,1,99.78,0.05,94.79,51.7,Same Day,1,2024-05-12,No,5,Customer 93,Consumer,South,Atlanta,2024-02-16,1-10%,2024-05
ORD000015,2022-07-03,CUST00181,PRD0006,Camera,Electronics,4,233.09,0.05,885.74,552.14,Express,4,2022-07-07,No,5,Customer 181,Consumer,South,Atlanta,2023-03-15,1-10%,2022-07
ORD000016,2022-07-06,CUST00439,PRD0001,Smartphone,Electronics,3,256.66,0.0,769.98,402.84,Express,3,2022-07-09,No,4,Customer 439,Corporate,South,Miami,2021-01-12,No Discount,2022-07
ORD000016,2022-07-06,CUST00439,PRD0011,Dress,Clothing,3,237.5,0.05,676.88,182.54,Standard,9,2022-07-15,No,5,Customer 439,Corporate,South,Miami,2021-01-12,1-10%,2022-07
ORD000017,2023-11-30,CUST00768,PRD0011,Dress,Clothing,2,237.5,0.2,380.0,50.44,Same Day,1,2023-12-01,No,5,Customer 768,Consumer,Central,Chicago,2021-08-23,11-20%,2023-11
ORD000018,2023-11-30,CUST00111,PRD0024,Running Shoes,Sports,3,271.75,0.0,815.25,378.6,Express,3,2023-12-03,No,4,Customer 111,Consumer,Central,Houston,2022-02-17,No Discount,2023-11
ORD000018,2023-11-30,CUST00111,PRD0010,Sneakers,Clothing,2,218.68,0.25,328.02,30.5,Express,4,2023-12-04,No,4,Customer 111,Consumer,Central,Houston,2022-02-17,21%+,2023-11
ORD000019,2022-05-20,CUST00783,PRD0004,Tablet,Electronics,4,382.63,0.05,1453.99,866.63,Standard,4,2022-05-24,No,4,Customer 783,Consumer,South,Charlotte,2021-04-21,1-10%,2022-05
ORD000019,2022-05-20,CUST00783,PRD0003,Headphones,Electronics,1,244.54,0.0,244.54,83.45,Standard,6,2022-05-26,No,4,Customer 783,Consumer,South,Charlotte,2021-04-21,No Discount,2022-05
ORD000020,2025-03-16,CUST00006,PRD0012,Hoodie,Clothing,4,98.45,0.0,393.8,116.88,Express,3,2025-03-19,No,5,Customer 6,Consumer,East,Philadelphia,2023-12-19,No Discount,2025-03
ORD000021,2023-04-05,CUST00447,PRD0025,Bicycle,Sports,2,420.47,0.2,672.75,359.13,Express,4,2023-04-09,No,5,Customer 447,Corporate,West,San Francisco,2024-03-13,11-20%,2023-04
ORD000022,2022-06-11,CUST00282,PRD0007,T-Shirt,Clothing,2,102.69,0.0,205.38,110.54,Standard,9,2022-06-20,No,4,Customer 282,Consumer,Central,Chicago,2024-08-12,No Discount,2022-06
ORD000022,2022-06-11,CUST00282,PRD0017,Storage Box,Home & Kitchen,2,172.28,0.05,327.33,196.77,Same Day,1,2022-06-12,No,5,Customer 282,Consumer,Central,Chicago,2024-08-12,1-10%,2022-06
ORD000022,2022-06-11,CUST00282,PRD0008,Jeans,Clothing,4,293.74,0.05,1116.21,622.77,Standard,6,2022-06-17,No,5,Customer 282,Consumer,Central,Chicago,2024-08-12,1-10%,2022-06
ORD000023,2025-06-19,CUST00552,PRD0016,Lamp,Home & Kitchen,1,211.91,0.05,201.31,91.0,Standard,8,2025-06-27,No,4,Customer 552,Consumer,South,Atlanta,2022-04-18,1-10%,2025-06
ORD000023,2025-06-19,CUST00552,PRD0012,Hoodie,Clothing,2,98.45,0.0,196.9,58.44,Same Day,1,2025-06-20,No,4,Customer 552,Consumer,South,Atlanta,2022-04-18,No Discount,2025-06
ORD000024,2023-06-27,CUST00247,PRD0020,Makeup Set,Beauty,1,161.81,0.15,137.54,61.18,Standard,8,2023-07-05,No,4,Customer 247,Consumer,West,Los Angeles,2024-10-15,11-20%,2023-06
ORD000025,2022-03-13,CUST00239,PRD0009,Jacket,Clothing,3,99.78,0.15,254.44,125.17,Standard,6,2022-03-19,Yes,1,Customer 239,Corporate,West,Seattle,2021-11-09,11-20%,2022-03
ORD000025,2022-03-13,CUST00239,PRD0012,Hoodie,Clothing,4,98.45,0.1,354.42,77.5,Same Day,1,2022-03-14,Yes,1,Customer 239,Corporate,West,Seattle,2021-11-09,1-10%,2022-03
ORD000025,2022-03-13,CUST00239,PRD0008,Jeans,Clothing,1,293.74,0.0,293.74,170.38,Standard,4,2022-03-17,No,5,Customer 239,Corporate,West,Seattle,2021-11-09,No Discount,2022-03
ORD000026,2025-02-25,CUST00826,PRD0017,Storage Box,Home & Kitchen,1,172.28,0.0,172.28,107.0,Standard,9,2025-03-06,No,5,Customer 826,Consumer,West,Seattle,2022-11-16,No Discount,2025-02
ORD000026,2025-02-25,CUST00826,PRD0001,Smartphone,Electronics,1,256.66,0.0,256.66,134.28,Standard,9,2025-03-06,No,5,Customer 826,Consumer,West,Seattle,2022-11-16,No Discount,2025-02
ORD000027,2023-05-09,CUST00634,PRD0022,Yoga Mat,Sports,2,144.12,0.15,245.0,128.72,Standard,4,2023-05-13,No,5,Customer 634,Consumer,East,Boston,2021-05-23,11-20%,2023-05
ORD000028,2024-08-30,CUST00779,PRD0006,Camera,Electronics,1,233.09,0.1,209.78,126.38,Standard,4,2024-09-03,Yes,1,Customer 779,Consumer,Central,Chicago,2024-06-29,1-10%,2024-08
ORD000028,2024-08-30,CUST00779,PRD0022,Yoga Mat,Sports,4,144.12,0.0,576.48,343.92,Standard,6,2024-09-05,No,5,Customer 779,Consumer,Central,Chicago,2024-06-29,No Discount,2024-08
ORD000028,2024-08-30,CUST00779,PRD0008,Jeans,Clothing,3,293.74,0.0,881.22,511.14,Standard,5,2024-09-04,No,4,Customer 779,Consumer,Central,Chicago,2024-06-29,No Discount,2024-08
ORD000028,2024-08-30,CUST00779,PRD0015,Bedding,Home & Kitchen,2,100.7,0.0,201.4,111.32,Standard,6,2024-09-05,No,3,Customer 779,Consumer,Central,Chicago,2024-06-29,No Discount,2024-08
ORD000029,2023-10-18,CUST00858,PRD0003,Headphones,Electronics,3,244.54,0.15,623.58,140.31,Standard,7,2023-10-25,No,5,Customer 858,Consumer,East,Boston,2023-10-22,11-20%,2023-10
ORD000030,2024-03-14,CUST00720,PRD0008,Jeans,Clothing,3,293.74,0.0,881.22,511.14,Standard,5,2024-03-19,Yes,1,Customer 720,Corporate,Central,Dallas,2024-03-09,No Discount,2024-03
ORD000031,2023-04-16,CUST00045,PRD0017,Storage Box,Home & Kitchen,3,172.28,0.0,516.84,321.0,Express,2,2023-04-18,No,3,Customer 45,Corporate,Central,Chicago,2022-12-31,No Discount,2023-04
ORD000031,2023-04-16,CUST00045,PRD0005,Smartwatch,Electronics,1,314.64,0.0,314.64,166.07,Same Day,1,2023-04-17,No,5,Customer 45,Corporate,Central,Chicago,2022-12-31,No Discount,2023-04
ORD000031,2023-04-16,CUST00045,PRD0021,Hair Dryer,Beauty,4,143.53,0.15,488.0,281.68,Standard,6,2023-04-22,No,5,Customer 45,Corporate,Central,Chicago,2022-12-31,11-20%,2023-04
ORD000032,2025-03-07,CUST00187,PRD0015,Bedding,Home & Kitchen,3,100.7,0.25,226.58,91.46,Express,2,2025-03-09,Yes,1,Customer 187,Consumer,West,San Francisco,2024-04-30,21%+,2025-03
ORD000033,2024-05-30,CUST00795,PRD0007,T-Shirt,Clothing,2,102.69,0.0,205.38,110.54,Standard,7,2024-06-06,No,4,Customer 795,Corporate,East,Boston,2024-02-02,No Discount,2024-05
ORD000033,2024-05-30,CUST00795,PRD0014,Blender,Home & Kitchen,1,137.7,0.1,123.93,54.89,Express,4,2024-06-03,No,4,Customer 795,Corporate,East,Boston,2024-02-02,1-10%,2024-05
ORD000033,2024-05-30,CUST00795,PRD0015,Bedding,Home & Kitchen,4,100.7,0.1,362.52,182.36,Standard,5,2024-06-04,No,5,Customer 795,Corporate,East,Boston,2024-02-02,1-10%,2024-05
ORD000034,2023-06-11,CUST00285,PRD0003,Headphones,Electronics,1,244.54,0.15,207.86,46.77,Express,3,2023-06-14,No,3,Customer 285,Consumer,South,Miami,2023-01-21,11-20%,2023-06
ORD000034,2023-06-11,CUST00285,PRD0016,Lamp,Home & Kitchen,3,211.91,0.0,635.73,304.8,Same Day,1,2023-06-12,No,3,Customer 285,Consumer,South,Miami,2023-01-21,No Discount,2023-06
ORD000034,2023-06-11,CUST00285,PRD0001,Smartphone,Electronics,3,256.66,0.0,769.98,402.84,Express,2,2023-06-13,No,4,Customer 285,Consumer,South,Miami,2023-01-21,No Discount,2023-06
ORD000035,2023-11-12,CUST00711,PRD0025,Bicycle,Sports,1,420.47,0.0,420.47,263.66,Standard,9,2023-11-21,No,5,Customer 711,Consumer,South,Atlanta,2024-10-09,No Discount,2023-11
ORD000036,2022-03-13,CUST00731,PRD0017,Storage Box,Home & Kitchen,3,172.28,0.0,516.84,321.0,Standard,7,2022-03-20,No,5,Customer 731,Consumer,West,San Francisco,2024-09-08,No Discount,2022-03
ORD000037,2025-01-30,CUST00787,PRD0002,Laptop,Electronics,2,252.23,0.0,504.46,232.92,Standard,6,2025-02-05,Yes,2,Customer 787,Home Office,West,San Francisco,2021-06-24,No Discount,2025-01
ORD000038,2024-06-20,CUST00448,PRD0002,Laptop,Electronics,1,252.23,0.15,214.4,78.63,Standard,7,2024-06-27,No,4,Customer 448,Corporate,East,Boston,2022-08-12,11-20%,2024-06
ORD000039,2022-01-07,CUST00305,PRD0005,Smartwatch,Electronics,4,314.64,0.05,1195.63,601.35,Standard,4,2022-01-11,No,5,Customer 305,Corporate,Central,Chicago,2021-01-16,1-10%,2022-01
ORD000040,2024-10-05,CUST00722,PRD0023,Dumbbells,Sports,4,137.68,0.0,550.72,224.6,Express,3,2024-10-08,No,5,Customer 722,Corporate,East,New York,2022-07-12,No Discount,2024-10
ORD000041,2023-01-12,CUST00544,PRD0013,Cookware Set,Home & Kitchen,3,56.91,0.0,170.73,106.92,Standard,7,2023-01-19,Yes,2,Customer 544,Consumer,East,Boston,2022-10-24,No Discount,2023-01
ORD000042,2023-08-30,CUST00101,PRD0019,Perfume,Beauty,2,141.9,0.05,269.61,156.15,Standard,5,2023-09-04,No,3,Customer 101,Home Office,East,Boston,2024-04-18,1-10%,2023-08
ORD000042,2023-08-30,CUST00101,PRD0017,Storage Box,Home & Kitchen,4,172.28,0.0,689.12,428.0,Express,3,2023-09-02,No,5,Customer 101,Home Office,East,Boston,2024-04-18,No Discount,2023-08
ORD000042,2023-08-30,CUST00101,PRD0023,Dumbbells,Sports,2,137.68,0.15,234.06,71.0,Standard,6,2023-09-05,No,4,Customer 101,Home Office,East,Boston,2024-04-18,11-20%,2023-08
ORD000042,2023-08-30,CUST00101,PRD0018,Skincare Kit,Beauty,4,154.57,0.05,587.37,291.69,Standard,4,2023-09-03,No,3,Customer 101,Home Office,East,Boston,2024-04-18,1-10%,2023-08
ORD000043,2023-12-28,CUST00416,PRD0009,Jacket,Clothing,1,99.78,0.05,94.79,51.7,Standard,6,2024-01-03,No,4,Customer 416,Home Office,East,Philadelphia,2021-05-06,1-10%,2023-12
ORD000043,2023-12-28,CUST00416,PRD0005,Smartwatch,Electronics,1,314.64,0.0,314.64,166.07,Same Day,1,2023-12-29,No,5,Customer 416,Home Office,East,Philadelphia,2021-05-06,No Discount,2023-12
ORD000044,2022-04-23,CUST00790,PRD0024,Running Shoes,Sports,3,271.75,0.05,774.49,337.84,Standard,7,2022-04-30,No,3,Customer 790,Consumer,East,New York,2024-06-05,1-10%,2022-04
ORD000044,2022-04-23,CUST00790,PRD0021,Hair Dryer,Beauty,4,143.53,0.05,545.41,339.09,Standard,7,2022-04-30,No,3,Customer 790,Consumer,East,New York,2024-06-05,1-10%,2022-04
ORD000045,2024-09-20,CUST00249,PRD0001,Smartphone,Electronics,2,256.66,0.1,461.99,217.23,Standard,4,2024-09-24,No,5,Customer 249,Consumer,Central,Houston,2024-09-03,1-10%,2024-09
ORD000046,2025-07-22,CUST00663,PRD0025,Bicycle,Sports,1,420.47,0.05,399.45,242.64,Standard,4,2025-07-26,No,4,Customer 663,Consumer,South,Miami,2023-02-19,1-10%,2025-07
ORD000047,2024-07-27,CUST00064,PRD0025,Bicycle,Sports,1,420.47,0.0,420.47,263.66,Standard,8,2024-08-04,No,5,Customer 64,Corporate,Central,Houston,2022-04-15,No Discount,2024-07
ORD000047,2024-07-27,CUST00064,PRD0017,Storage Box,Home & Kitchen,2,172.28,0.0,344.56,214.0,Standard,9,2024-08-05,No,4,Customer 64,Corporate,Central,Houston,2022-04-15,No Discount,2024-07
ORD000048,2024-04-13,CUST00075,PRD0007,T-Shirt,Clothing,4,102.69,0.0,410.76,221.08,Standard,5,2024-04-18,No,4,Customer 75,Consumer,South,Atlanta,2024-08-04,No Discount,2024-04
ORD000048,2024-04-13,CUST00075,PRD0014,Blender,Home & Kitchen,4,137.7,0.15,468.18,192.02,Standard,4,2024-04-17,No,4,Customer 75,Consumer,South,Atlanta,2024-08-04,11-20%,2024-04
ORD000048,2024-04-13,CUST00075,PRD0016,Lamp,Home & Kitchen,2,211.91,0.0,423.82,203.2,Express,4,2024-04-17,No,3,Customer 75,Consumer,South,Atlanta,2024-08-04,No Discount,2024-04
ORD000049,2024-01-26,CUST00542,PRD0014,Blender,Home & Kitchen,2,137.7,0.1,247.86,109.78,Standard,4,2024-01-30,No,3,Customer 542,Consumer,South,Miami,2023-10-19,1-10%,2024-01
ORD000049,2024-01-26,CUST00542,PRD0019,Perfume,Beauty,2,141.9,0.0,283.8,170.34,Standard,6,2024-02-01,No,3,Customer 542,Consumer,South,Miami,2023-10-19,No Discount,2024-01
ORD000050,2023-01-11,CUST00164,PRD0018,Skincare Kit,Beauty,2,154.57,0.25,231.86,84.02,Standard,7,2023-01-18,No,4,Customer 164,Consumer,East,Philadelphia,2024-06-06,21%+,2023-01
ORD000051,2025-01-27,CUST00698,PRD0024,Running Shoes,Sports,3,271.75,0.0,815.25,378.6,Express,3,2025-01-30,No,5,Customer 698,Corporate,Central,Houston,2023-10-04,No Discount,2025-01
ORD000052,2025-07-20,CUST00554,PRD0001,Smartphone,Electronics,4,256.66,0.0,1026.64,537.12,Express,2,2025-07-22,No,4,Customer 554,Consumer,Central,Chicago,2022-05-15,No Discount,2025-07
ORD000053,2025-08-28,CUST00200,PRD0024,Running Shoes,Sports,1,271.75,0.05,258.16,112.61,Express,4,2025-09-01,No,3,Customer 200,Corporate,Central,Dallas,2023-04-27,1-10%,2025-08
ORD000053,2025-08-28,CUST00200,PRD0018,Skincare Kit,Beauty,4,154.57,0.05,587.37,291.69,Express,2,2025-08-30,No,5,Customer 200,Corporate,Central,Dallas,2023-04-27,1-10%,2025-08
ORD000054,2023-10-25,CUST00024,PRD0011,Dress,Clothing,2,237.5,0.0,475.0,145.44,Standard,4,2023-10-29,No,3,Customer 24,Home Office,South,Atlanta,2023-11-23,No Discount,2023-10
ORD000054,2023-10-25,CUST00024,PRD0016,Lamp,Home & Kitchen,3,211.91,0.2,508.58,177.65,Standard,8,2023-11-02,No,3,Customer 24,Home Office,South,Atlanta,2023-11-23,11-20%,2023-10
ORD000055,2022-11-06,CUST00347,PRD0008,Jeans,Clothing,1,293.74,0.2,234.99,111.63,Standard,4,2022-11-10,No,4,Customer 347,Corporate,East,Philadelphia,2021-07-11,11-20%,2022-11
ORD000056,2022-09-22,CUST00426,PRD0024,Running Shoes,Sports,4,271.75,0.0,1087.0,504.8,Express,2,2022-09-24,No,5,Customer 426,Corporate,South,Charlotte,2023-12-13,No Discount,2022-09
ORD000056,2022-09-22,CUST00426,PRD0003,Headphones,Electronics,1,244.54,0.1,220.09,59.0,Express,2,2022-09-24,No,5,Customer 426,Corporate,South,Charlotte,2023-12-13,1-10%,2022-09
ORD000057,2023-05-14,CUST00182,PRD0015,Bedding,Home & Kitchen,4,100.7,0.2,322.24,142.08,Standard,4,2023-05-18,No,3,Customer 182,Corporate,South,Miami,2022-12-20,11-20%,2023-05
ORD000058,2022-03-24,CUST00384,PRD0013,Cookware Set,Home & Kitchen,1,56.91,0.0,56.91,35.64,Same Day,1,2022-03-25,No,5,Customer 384,Corporate,West,Los Angeles,2023-05-24,No Discount,2022-03
ORD000059,2023-12-11,CUST00477,PRD0014,Blender,Home & Kitchen,4,137.7,0.0,550.8,274.64,Express,3,2023-12-14,No,4,Customer 477,Consumer,West,Los Angeles,2021-02-24,No Discount,2023-12
ORD000060,2025-03-19,CUST00652,PRD0002,Laptop,Electronics,2,252.23,0.15,428.79,157.25,Standard,9,2025-03-28,No,5,Customer 652,Consumer,West,San Francisco,2022-05-09,11-20%,2025-03
ORD000060,2025-03-19,CUST00652,PRD0026,Fitness Tracker,Sports,2,225.89,0.15,384.01,72.23,Express,2,2025-03-21,No,5,Customer 652,Consumer,West,San Francisco,2022-05-09,11-20%,2025-03
ORD000061,2023-08-06,CUST00663,PRD0012,Hoodie,Clothing,3,98.45,0.15,251.05,43.36,Express,3,2023-08-09,No,4,Customer 663,Consumer,South,Miami,2023-02-19,11-20%,2023-08
ORD000061,2023-08-06,CUST00663,PRD0019,Perfume,Beauty,3,141.9,0.0,425.7,255.51,Express,4,2023-08-10,No,4,Customer 663,Consumer,South,Miami,2023-02-19,No Discount,2023-08
ORD000061,2023-08-06,CUST00663,PRD0015,Bedding,Home & Kitchen,4,100.7,0.1,362.52,182.36,Standard,5,2023-08-11,No,4,Customer 663,Consumer,South,Miami,2023-02-19,1-10%,2023-08
ORD000062,2025-04-04,CUST00117,PRD0003,Headphones,Electronics,2,244.54,0.0,489.08,166.9,Same Day,1,2025-04-05,No,4,Customer 117,Consumer,West,Los Angeles,2024-09-27,No Discount,2025-04
ORD000063,2022-06-06,CUST00433,PRD0017,Storage Box,Home & Kitchen,1,172.28,0.0,172.28,107.0,Same Day,1,2022-06-07,No,4,Customer 433,Corporate,West,Los Angeles,2023-12-25,No Discount,2022-06
ORD000064,2022-06-26,CUST00588,PRD0010,Sneakers,Clothing,4,218.68,0.0,874.72,279.68,Express,4,2022-06-30,No,4,Customer 588,Corporate,East,Philadelphia,2024-03-17,No Discount,2022-06
ORD000065,2023-06-22,CUST00161,PRD0009,Jacket,Clothing,1,99.78,0.1,89.8,46.71,Express,3,2023-06-25,No,5,Customer 161,Consumer,East,Boston,2021-04-28,1-10%,2023-06
ORD000066,2025-04-21,CUST00899,PRD0017,Storage Box,Home & Kitchen,1,172.28,0.15,146.44,81.16,Express,4,2025-04-25,No,5,Customer 899,Consumer,South,Miami,2024-06-14,11-20%,2025-04
ORD000066,2025-04-21,CUST00899,PRD0009,Jacket,Clothing,1,99.78,0.1,89.8,46.71,Standard,6,2025-04-27,No,4,Customer 899,Consumer,South,Miami,2024-06-14,1-10%,2025-04
ORD000067,2024-04-19,CUST00405,PRD0004,Tablet,Electronics,2,382.63,0.0,765.26,471.58,Standard,9,2024-04-28,No,4,Customer 405,Home Office,East,Philadelphia,2021-10-14,No Discount,2024-04
ORD000068,2023-10-04,CUST00019,PRD0003,Headphones,Electronics,4,244.54,0.05,929.25,284.89,Standard,8,2023-10-12,No,3,Customer 19,Consumer,Central,Chicago,2021-01-15,1-10%,2023-10
ORD000069,2022-08-04,CUST00020,PRD0007,T-Shirt,Clothing,1,102.69,0.05,97.56,50.14,Standard,4,2022-08-08,No,5,Customer 20,Consumer,East,New York,2024-09-29,1-10%,2022-08
ORD000070,2022-10-10,CUST00298,PRD0012,Hoodie,Clothing,2,98.45,0.0,196.9,58.44,Standard,7,2022-10-17,No,4,Customer 298,Consumer,South,Miami,2021-05-17,No Discount,2022-10
ORD000071,2022-05-19,CUST00177,PRD0023,Dumbbells,Sports,2,137.68,0.0,275.36,112.3,Standard,6,2022-05-25,No,4,Customer 177,Consumer,West,Seattle,2022-10-07,No Discount,2022-05
ORD000071,2022-05-19,CUST00177,PRD0022,Yoga Mat,Sports,2,144.12,0.15,245.0,128.72,Same Day,1,2022-05-20,No,4,Customer 177,Consumer,West,Seattle,2022-10-07,11-20%,2022-05
ORD000071,2022-05-19,CUST00177,PRD0020,Makeup Set,Beauty,1,161.81,0.1,145.63,69.27,Standard,8,2022-05-27,No,5,Customer 177,Consumer,West,Seattle,2022-10-07,1-10%,2022-05
ORD000072,2022-01-16,CUST00204,PRD0021,Hair Dryer,Beauty,1,143.53,0.25,107.65,56.07,Standard,8,2022-01-24,Yes,3,Customer 204,Consumer,Central,Chicago,2021-05-19,21%+,2022-01
ORD000073,2023-10-25,CUST00461,PRD0011,Dress,Clothing,1,237.5,0.1,213.75,48.97,Standard,5,2023-10-30,No,5,Customer 461,Corporate,East,Philadelphia,2024-03-29,1-10%,2023-10
ORD000073,2023-10-25,CUST00461,PRD0007,T-Shirt,Clothing,3,102.69,0.1,277.26,135.0,Express,4,2023-10-29,No,5,Customer 461,Corporate,East,Philadelphia,2024-03-29,1-10%,2023-10
ORD000073,2023-10-25,CUST00461,PRD0015,Bedding,Home & Kitchen,2,100.7,0.0,201.4,111.32,Standard,9,2023-11-03,No,4,Customer 461,Corporate,East,Philadelphia,2024-03-29,No Discount,2023-10
ORD000073,2023-10-25,CUST00461,PRD0017,Storage Box,Home & Kitchen,4,172.28,0.2,551.3,290.18,Standard,7,2023-11-01,No,4,Customer 461,Corporate,East,Philadelphia,2024-03-29,11-20%,2023-10
ORD000074,2022-04-11,CUST00420,PRD0006,Camera,Electronics,4,233.09,0.05,885.74,552.14,Express,4,2022-04-15,Yes,1,Customer 420,Consumer,Central,Houston,2023-10-29,1-10%,2022-04
ORD000075,2025-03-01,CUST00150,PRD0010,Sneakers,Clothing,2,218.68,0.25,328.02,30.5,Express,3,2025-03-04,No,5,Customer 150,Home Office,East,Philadelphia,2023-05-27,21%+,2025-03
ORD000075,2025-03-01,CUST00150,PRD0006,Camera,Electronics,4,233.09,0.0,932.36,598.76,Standard,7,2025-03-08,No,4,Customer 150,Home Office,East,Philadelphia,2023-05-27,No Discount,2025-03
ORD000076,2025-06-23,CUST00855,PRD0008,Jeans,Clothing,3,293.74,0.2,704.98,334.9,Standard,5,2025-06-28,No,4,Customer 855,Consumer,Central,Chicago,2023-07-06,11-20%,2025-06
