OrderID,OrderDate,CustomerID,ProductID,ProductName,Category,Quantity,UnitPrice,Discount,Sales,Profit,ShipMode,DeliveryDays,DeliveryDate,Returned,CustomerRating
ORD000028,2024-08-30,CUST00779,PRD0006,Camera,Electronics,1,233.09,0.1,209.78,126.38,Standard,4,2024-09-03,Yes,1
ORD000028,2024-08-30,CUST00779,PRD0022,Yoga Mat,Sports,4,144.12,0.0,576.48,343.92,Standard,6,2024-09-05,No,5
ORD000028,2024-08-30,CUST00779,PRD0008,Jeans,Clothing,3,293.74,0.0,881.22,511.14,Standard,5,2024-09-04,No,4
ORD000028,2024-08-30,CUST00779,PRD0015,Bedding,Home & Kitchen,2,100.7,0.0,201.4,111.32,Standard,6,2024-09-05,No,3
ORD000029,2023-10-18,CUST00858,PRD0003,Headphones,Electronics,3,244.54,0.15,623.58,140.31,Standard,7,2023-10-25,No,5
ORD000030,2024-03-14,CUST00720,PRD0008,Jeans,Clothing,3,293.74,0.0,881.22,511.14,Standard,5,2024-03-19,Yes,1
ORD000031,2023-04-16,CUST00045,PRD0017,Storage Box,Home & Kitchen,3,172.28,0.0,516.84,321.0,Express,2,2023-04-18,No,3
ORD000031,2023-04-16,CUST00045,PRD0005,Smartwatch,Electronics,1,314.64,0.0,314.64,166.07,Same Day,1,2023-04-17,No,5
ORD000031,2023-04-16,CUST00045,PRD0021,Hair Dryer,Beauty,4,143.53,0.15,488.0,281.68,Standard,6,2023-04-22,No,5
ORD000032,2025-03-07,CUST00187,PRD0015,Bedding,Home & Kitchen,3,100.7,0.25,226.58,91.46,Express,2,2025-03-09,Yes,1
ORD000033,2024-05-30,CUST00795,PRD0007,T-Shirt,Clothing,2,102.69,0.0,205.38,110.54,Standard,7,2024-06-06,No,4
ORD000033,2024-05-30,CUST00795,PRD0014,Blender,Home & Kitchen,1,137.7,0.1,123.93,54.89,Express,4,2024-06-03,No,4
ORD000033,2024-05-30,CUST00795,PRD0015,Bedding,Home & Kitchen,4,100.7,0.1,362.52,182.36,Standard,5,2024-06-04,No,5
ORD000034,2023-06-11,CUST00285,PRD0003,Headphones,Electronics,1,244.54,0.15,207.86,46.77,Express,3,2023-06-14,No,3
ORD000034,2023-06-11,CUST00285,PRD0016,Lamp,Home & Kitchen,3,211.91,0.0,635.73,304.8,Same Day,1,2023-06-12,No,3
ORD000034,2023-06-11,CUST00285,PRD0001,Smartphone,Electronics,3,256.66,0.0,769.98,402.84,Express,2,2023-06-13,No,4
ORD000035,2023-11-12,CUST00711,PRD0025,Bicycle,Sports,1,420.47,0.0,420.47,263.66,Standard,9,2023-11-21,No,5
ORD000036,2022-03-13,CUST00731,PRD0017,Storage Box,Home & Kitchen,3,172.28,0.0,516.84,321.0,Standard,7,2022-03-20,No,5
ORD000037,2025-01-30,CUST00787,PRD0002,Laptop,Electronics,2,252.23,0.0,504.46,232.92,Standard,6,2025-02-05,Yes,2
ORD000038,2024-06-20,CUST00448,PRD0002,Laptop,Electronics,1,252.23,0.15,214.4,78.63,Standard,7,2024-06-27,No,4
ORD000039,2022-01-07,CUST00305,PRD0005,Smartwatch,Electronics,4,314.64,0.05,1195.63,601.35,Standard,4,2022-01-11,No,5
ORD000040,2024-10-05,CUST00722,PRD0023,Dumbbells,Sports,4,137.68,0.0,550.72,224.6,Express,3,2024-10-08,No,5
ORD000041,2023-01-12,CUST00544,PRD0013,Cookware Set,Home & Kitchen,3,56.91,0.0,170.73,106.92,Standard,7,2023-01-19,Yes,2
ORD000042,2023-08-30,CUST00101,PRD0019,Perfume,Beauty,2,141.9,0.05,269.61,156.15,Standard,5,2023-09-04,No,3
ORD000042,2023-08-30,CUST00101,PRD0017,Storage Box,Home & Kitchen,4,172.28,0.0,689.12,428.0,Express,3,2023-09-02,No,5
ORD000042,2023-08-30,CUST00101,PRD0023,Dumbbells,Sports,2,137.68,0.15,234.06,71.0,Standard,6,2023-09-05,No,4
ORD000042,2023-08-30,CUST00101,PRD0018,Skincare Kit,Beauty,4,154.57,0.05,587.37,291.69,Standard,4,2023-09-03,No,3
ORD000043,2023-12-28,CUST00416,PRD0009,Jacket,Clothing,1,99.78,0.05,94.79,51.7,Standard,6,2024-01-03,No,4
ORD000043,2023-12-28,CUST00416,PRD0005,Smartwatch,Electronics,1,314.64,0.0,314.64,166.07,Same Day,1,2023-12-29,No,5
ORD000044,2022-04-23,CUST00790,PRD0024,Running Shoes,Sports,3,271.75,0.05,774.49,337.84,Standard,7,2022-04-30,No,3
ORD000044,2022-04-23,CUST00790,PRD0021,Hair Dryer,Beauty,4,143.53,0.05,545.41,339.09,Standard,7,2022-04-30,No,3
ORD000045,2024-09-20,CUST00249,PRD0001,Smartphone,Electronics,2,256.66,0.1,461.99,217.23,Standard,4,2024-09-24,No,5
ORD000046,2025-07-22,CUST00663,PRD0025,Bicycle,Sports,1,420.47,0.05,399.45,242.64,Standard,4,2025-07-26,No,4
ORD000047,2024-07-27,CUST00064,PRD0025,Bicycle,Sports,1,420.47,0.0,420.47,263.66,Standard,8,2024-08-04,No,5
ORD000047,2024-07-27,CUST00064,PRD0017,Storage Box,Home & Kitchen,2,172.28,0.0,344.56,214.0,Standard,9,2024-08-05,No,4
ORD000048,2024-04-13,CUST00075,PRD0007,T-Shirt,Clothing,4,102.69,0.0,410.76,221.08,Standard,5,2024-04-18,No,4
ORD000048,2024-04-13,CUST00075,PRD0014,Blender,Home & Kitchen,4,137.7,0.15,468.18,192.02,Standard,4,2024-04-17,No,4
ORD000048,2024-04-13,CUST00075,PRD0016,Lamp,Home & Kitchen,2,211.91,0.0,423.82,203.2,Express,4,2024-04-17,No,3
ORD000049,2024-01-26,CUST00542,PRD0014,Blender,Home & Kitchen,2,137.7,0.1,247.86,109.78,Standard,4,2024-01-30,No,3
ORD000049,2024-01-26,CUST00542,PRD0019,Perfume,Beauty,2,141.9,0.0,283.8,170.34,Standard,6,2024-02-01,No,3
ORD000050,2023-01-11,CUST00164,PRD0018,Skincare Kit,Beauty,2,154.57,0.25,231.86,84.02,Standard,7,2023-01-18,No,4
ORD000051,2025-01-27,CUST00698,PRD0024,Running Shoes,Sports,3,271.75,0.0,815.25,378.6,Express,3,2025-01-30,No,5
ORD000052,2025-07-20,CUST00554,PRD0001,Smartphone,Electronics,4,256.66,0.0,1026.64,537.12,Express,2,2025-07-22,No,4
ORD000053,2025-08-28,CUST00200,PRD0024,Running Shoes,Sports,1,271.75,0.05,258.16,112.61,Express,4,2025-09-01,No,3
ORD000053,2025-08-28,CUST00200,PRD0018,Skincare Kit,Beauty,4,154.57,0.05,587.37,291.69,Express,2,2025-08-30,No,5
ORD000054,2023-10-25,CUST00024,PRD0011,Dress,Clothing,2,237.5,0.0,475.0,145.44,Standard,4,2023-10-29,No,3
ORD000054,2023-10-25,CUST00024,PRD0016,Lamp,Home & Kitchen,3,211.91,0.2,508.58,177.65,Standard,8,2023-11-02,No,3
ORD000055,2022-11-06,CUST00347,PRD0008,Jeans,Clothing,1,293.74,0.2,234.99,111.63,Standard,4,2022-11-10,No,4
ORD000056,2022-09-22,CUST00426,PRD0024,Running Shoes,Sports,4,271.75,0.0,1087.0,504.8,Express,2,2022-09-24,No,5
ORD000056,2022-09-22,CUST00426,PRD0003,Headphones,Electronics,1,244.54,0.1,220.09,59.0,Express,2,2022-09-24,No,5
ORD000057,2023-05-14,CUST00182,PRD0015,Bedding,Home & Kitchen,4,100.7,0.2,322.24,142.08,Standard,4,2023-05-18,No,3
ORD000058,2022-03-24,CUST00384,PRD0013,Cookware Set,Home & Kitchen,1,56.91,0.0,56.91,35.64,Same Day,1,2022-03-25,No,5
ORD000059,2023-12-11,CUST00477,PRD0014,Blender,Home & Kitchen,4,137.7,0.0,550.8,274.64,Express,3,2023-12-14,No,4
ORD000060,2025-03-19,CUST00652,PRD0002,Laptop,Electronics,2,252.23,0.15,428.79,157.25,Standard,9,2025-03-28,No,5
ORD000060,2025-03-19,CUST00652,PRD0026,Fitness Tracker,Sports,2,225.89,0.15,384.01,72.23,Express,2,2025-03-21,No,5
ORD000061,2023-08-06,CUST00663,PRD0012,Hoodie,Clothing,3,98.45,0.15,251.05,43.36,Express,3,2023-08-09,No,4
ORD000061,2023-08-06,CUST00663,PRD0019,Perfume,Beauty,3,141.9,0.0,425.7,255.51,Express,4,2023-08-10,No,4
ORD000061,2023-08-06,CUST00663,PRD0015,Bedding,Home & Kitchen,4,100.7,0.1,362.52,182.36,Standard,5,2023-08-11,No,4
ORD000062,2025-04-04,CUST00117,PRD0003,Headphones,Electronics,2,244.54,0.0,489.08,166.9,Same Day,1,2025-04-05,No,4
ORD000063,2022-06-06,CUST00433,PRD0017,Storage Box,Home & Kitchen,1,172.28,0.0,172.28,107.0,Same Day,1,2022-06-07,No,4
ORD000064,2022-06-26,CUST00588,PRD0010,Sneakers,Clothing,4,218.68,0.0,874.72,279.68,Express,4,2022-06-30,No,4
ORD000065,2023-06-22,CUST00161,PRD0009,Jacket,Clothing,1,99.78,0.1,89.8,46.71,Express,3,2023-06-25,No,5
ORD000066,2025-04-21,CUST00899,PRD0017,Storage Box,Home & Kitchen,1,172.28,0.15,146.44,81.16,Express,4,2025-04-25,No,5
ORD000066,2025-04-21,CUST00899,PRD0009,Jacket,Clothing,1,99.78,0.1,89.8,46.71,Standard,6,2025-04-27,No,4
ORD000067,2024-04-19,CUST00405,PRD0004,Tablet,Electronics,2,382.63,0.0,765.26,471.58,Standard,9,2024-04-28,No,4
ORD000068,2023-10-04,CUST00019,PRD0003,Headphones,Electronics,4,244.54,0.05,929.25,284.89,Standard,8,2023-10-12,No,3
ORD000069,2022-08-04,CUST00020,PRD0007,T-Shirt,Clothing,1,102.69,0.05,97.56,50.14,Standard,4,2022-08-08,No,5
ORD000070,2022-10-10,CUST00298,PRD0012,Hoodie,Clothing,2,98.45,0.0,196.9,58.44,Standard,7,2022-10-17,No,4
ORD000071,2022-05-19,CUST00177,PRD0023,Dumbbells,Sports,2,137.68,0.0,275.36,112.3,Standard,6,2022-05-25,No,4
ORD000071,2022-05-19,CUST00177,PRD0022,Yoga Mat,Sports,2,144.12,0.15,245.0,128.72,Same Day,1,2022-05-20,No,4
ORD000071,2022-05-19,CUST00177,PRD0020,Makeup Set,Beauty,1,161.81,0.1,145.63,69.27,Standard,8,2022-05-27,No,5
ORD000072,2022-01-16,CUST00204,PRD0021,Hair Dryer,Beauty,1,143.53,0.25,107.65,56.07,Standard,8,2022-01-24,Yes,3
ORD000073,2023-10-25,CUST00461,PRD0011,Dress,Clothing,1,237.5,0.1,213.75,48.97,Standard,5,2023-10-30,No,5
ORD000073,2023-10-25,CUST00461,PRD0007,T-Shirt,Clothing,3,102.69,0.1,277.26,135.0,Express,4,2023-10-29,No,5
ORD000073,2023-10-25,CUST00461,PRD0015,Bedding,Home & Kitchen,2,100.7,0.0,201.4,111.32,Standard,9,2023-11-03,No,4
ORD000073,2023-10-25,CUST00461,PRD0017,Storage Box,Home & Kitchen,4,172.28,0.2,551.3,290.18,Standard,7,2023-11-01,No,4
ORD000074,2022-04-11,CUST00420,PRD0006,Camera,Electronics,4,233.09,0.05,885.74,552.14,Express,4,2022-04-15,Yes,1
ORD000075,2025-03-01,CUST00150,PRD0010,Sneakers,Clothing,2,218.68,0.25,328.02,30.5,Express,3,2025-03-04,No,5
ORD000075,2025-03-01,CUST00150,PRD0006,Camera,Electronics,4,233.09,0.0,932.36,598.76,Standard,7,2025-03-08,No,4
ORD000076,2025-06-23,CUST00855,PRD0008,Jeans,Clothing,3,293.74,0.2,704.98,334.9,Standard,5,2025-06-28,No,4
ORD000076,2025-06-23,CUST00855,PRD0022,Yoga Mat,Sports,3,144.12,0.2,345.89,171.47,Standard,9,2025-07-02,No,5
ORD000077,2023-01-27,CUST00405,PRD0025,Bicycle,Sports,2,420.47,0.05,798.89,485.27,Same Day,1,2023-01-28,No,4
ORD000078,2022-05-07,CUST00092,PRD0004,Tablet,Electronics,1,382.63,0.05,363.5,216.66,Express,3,2022-05-10,No,4
ORD000079,2022-07-20,CUST00599,PRD0008,Jeans,Clothing,4,293.74,0.0,1174.96,681.52,Standard,4,2022-07-24,No,4
ORD000080,2022-10-12,CUST00728,PRD0006,Camera,Electronics,3,233.09,0.0,699.27,449.07,Express,2,2022-10-14,No,4
ORD000081,2023-01-14,CUST00047,PRD0011,Dress,Clothing,3,237.5,0.05,676.88,182.54,Standard,9,2023-01-23,No,5
ORD000082,2024-08-17,CUST00468,PRD0023,Dumbbells,Sports,2,137.68,0.05,261.59,98.53,Express,2,2024-08-19,No,5
ORD000083,2025-06-29,CUST00479,PRD0004,Tablet,Electronics,1,382.63,0.0,382.63,235.79,Express,3,2025-07-02,No,4
ORD000084,2024-12-11,CUST00529,PRD0012,Hoodie,Clothing,4,98.45,0.0,393.8,116.88,Standard,4,2024-12-15,No,5
ORD000085,2024-03-30,CUST00066,PRD0004,Tablet,Electronics,3,382.63,0.1,1033.1,592.58,Standard,5,2024-04-04,No,4
ORD000086,2023-06-27,CUST00712,PRD0005,Smartwatch,Electronics,1,314.64,0.15,267.44,118.87,Standard,7,2023-07-04,No,5
ORD000087,2024-09-25,CUST00133,PRD0011,Dress,Clothing,2,237.5,0.0,475.0,145.44,Standard,5,2024-09-30,No,3
ORD000087,2024-09-25,CUST00133,PRD0013,Cookware Set,Home & Kitchen,1,56.91,0.2,45.53,24.26,Express,4,2024-09-29,No,4
ORD000087,2024-09-25,CUST00133,PRD0017,Storage Box,Home & Kitchen,3,172.28,0.1,465.16,269.32,Standard,8,2024-10-03,No,4
ORD000088,2024-10-23,CUST00894,PRD0005,Smartwatch,Electronics,3,314.64,0.0,943.92,498.21,Standard,9,2024-11-01,No,4
ORD000088,2024-10-23,CUST00894,PRD0008,Jeans,Clothing,1,293.74,0.15,249.68,126.32,Standard,9,2024-11-01,No,5
ORD000089,2023-11-07,CUST00076,PRD0007,T-Shirt,Clothing,3,102.69,0.15,261.86,119.6,Standard,6,2023-11-13,No,5
ORD000090,2024-02-15,CUST00456,PRD0003,Headphones,Electronics,2,244.54,0.0,489.08,166.9,Standard,9,2024-02-24,No,4
ORD000091,2023-05-26,CUST00249,PRD0003,Headphones,Electronics,3,244.54,0.1,660.26,176.99,Standard,8,2023-06-03,No,5
ORD000091,2023-05-26,CUST00249,PRD0014,Blender,Home & Kitchen,3,137.7,0.15,351.13,144.01,Express,4,2023-05-30,No,4
ORD000091,2023-05-26,CUST00249,PRD0006,Camera,Electronics,1,233.09,0.0,233.09,149.69,Same Day,1,2023-05-27,Yes,2
ORD000091,2023-05-26,CUST00249,PRD0015,Bedding,Home & Kitchen,3,100.7,0.15,256.79,121.67,Express,3,2023-05-29,No,3
ORD000092,2023-03-25,CUST00845,PRD0012,Hoodie,Clothing,2,98.45,0.0,196.9,58.44,Standard,6,2023-03-31,No,4
ORD000093,2022-06-10,CUST00049,PRD0016,Lamp,Home & Kitchen,4,211.91,0.1,762.88,321.64,Standard,8,2022-06-18,No,3
ORD000094,2022-06-30,CUST00692,PRD0008,Jeans,Clothing,3,293.74,0.1,793.1,423.02,Standard,5,2022-07-05,No,5
ORD000095,2025-08-13,CUST00755,PRD0025,Bicycle,Sports,1,420.47,0.0,420.47,263.66,Standard,4,2025-08-17,No,5
ORD000095,2025-08-13,CUST00755,PRD0013,Cookware Set,Home & Kitchen,1,56.91,0.1,51.22,29.95,Standard,5,2025-08-18,No,5
ORD000096,2022-03-16,CUST00720,PRD0020,Makeup Set,Beauty,1,161.81,0.25,121.36,45.0,Standard,9,2022-03-25,No,4
ORD000096,2022-03-16,CUST00720,PRD0003,Headphones,Electronics,1,244.54,0.15,207.86,46.77,Standard,9,2022-03-25,No,4
ORD000097,2023-03-06,CUST00515,PRD0026,Fitness Tracker,Sports,3,225.89,0.0,677.67,210.0,Standard,8,2023-03-14,Yes,2
ORD000098,2025-05-06,CUST00408,PRD0019,Perfume,Beauty,2,141.9,0.05,269.61,156.15,Standard,4,2025-05-10,No,5
ORD000098,2025-05-06,CUST00408,PRD0018,Skincare Kit,Beauty,3,154.57,0.05,440.52,218.76,Express,4,2025-05-10,Yes,1
ORD000099,2022-01-27,CUST00026,PRD0004,Tablet,Electronics,4,382.63,0.1,1377.47,790.11,Standard,6,2022-02-02,No,3
ORD000100,2025-03-13,CUST00794,PRD0012,Hoodie,Clothing,2,98.45,0.25,147.68,9.22,Standard,6,2025-03-19,No,5
ORD000100,2025-03-13,CUST00794,PRD0003,Headphones,Electronics,4,244.54,0.0,978.16,333.8,Standard,8,2025-03-21,No,3
ORD000101,2022-09-08,CUST00695,PRD0009,Jacket,Clothing,1,99.78,0.1,89.8,46.71,Express,4,2022-09-12,Yes,2
ORD000102,2022-11-29,CUST00524,PRD0021,Hair Dryer,Beauty,4,143.53,0.0,574.12,367.8,Standard,9,2022-12-08,No,3
ORD000103,2024-05-07,CUST00437,PRD0009,Jacket,Clothing,1,99.78,0.0,99.78,56.69,Standard,4,2024-05-11,No,4
ORD000103,2024-05-07,CUST00437,PRD0019,Perfume,Beauty,3,141.9,0.25,319.28,149.09,Standard,4,2024-05-11,Yes,2
ORD000103,2024-05-07,CUST00437,PRD0017,Storage Box,Home & Kitchen,3,172.28,0.0,516.84,321.0,Standard,5,2024-05-12,Yes,2
ORD000104,2024-11-09,CUST00861,PRD0004,Tablet,Electronics,4,382.63,0.25,1147.89,560.53,Standard,9,2024-11-18,No,4
ORD000105,2023-05-23,CUST00212,PRD0003,Headphones,Electronics,2,244.54,0.15,415.72,93.54,Standard,7,2023-05-30,No,4
ORD000105,2023-05-23,CUST00212,PRD0006,Camera,Electronics,2,233.09,0.1,419.56,252.76,Express,3,2023-05-26,No,3
ORD000105,2023-05-23,CUST00212,PRD0019,Perfume,Beauty,1,141.9,0.2,113.52,56.79,Standard,4,2023-05-27,No,4
ORD000106,2023-08-12,CUST00158,PRD0022,Yoga Mat,Sports,3,144.12,0.0,432.36,257.94,Express,4,2023-08-16,No,4
ORD000106,2023-08-12,CUST00158,PRD0012,Hoodie,Clothing,4,98.45,0.0,393.8,116.88,Express,4,2023-08-16,No,4
ORD000106,2023-08-12,CUST00158,PRD0011,Dress,Clothing,1,237.5,0.05,225.62,60.84,Standard,4,2023-08-16,No,5
ORD000107,2024-07-22,CUST00829,PRD0016,Lamp,Home & Kitchen,4,211.91,0.0,847.64,406.4,Standard,8,2024-07-30,No,5
ORD000108,2022-10-15,CUST00187,PRD0026,Fitness Tracker,Sports,2,225.89,0.1,406.6,94.82,Express,3,2022-10-18,No,5
ORD000109,2024-06-01,CUST00602,PRD0026,Fitness Tracker,Sports,3,225.89,0.0,677.67,210.0,Express,3,2024-06-04,No,5
ORD000110,2023-06-05,CUST00846,PRD0013,Cookware Set,Home & Kitchen,4,56.91,0.0,227.64,142.56,Standard,9,2023-06-14,No,3
ORD000111,2024-04-29,CUST00283,PRD0004,Tablet,Electronics,4,382.63,0.05,1453.99,866.63,Standard,7,2024-05-06,Yes,2
ORD000112,2022-11-05,CUST00237,PRD0010,Sneakers,Clothing,2,218.68,0.2,349.89,52.37,Standard,5,2022-11-10,No,3
ORD000113,2024-05-21,CUST00380,PRD0005,Smartwatch,Electronics,3,314.64,0.2,755.14,309.43,Express,3,2024-05-24,No,3
ORD000113,2024-05-21,CUST00380,PRD0001,Smartphone,Electronics,2,256.66,0.05,487.65,242.89,Standard,5,2024-05-26,No,4
ORD000113,2024-05-21,CUST00380,PRD0012,Hoodie,Clothing,2,98.45,0.15,167.36,28.9,Standard,7,2024-05-28,No,4
ORD000114,2022-08-13,CUST00713,PRD0020,Makeup Set,Beauty,4,161.81,0.1,582.52,277.08,Same Day,1,2022-08-14,No,5
ORD000114,2022-08-13,CUST00713,PRD0007,T-Shirt,Clothing,2,102.69,0.2,164.3,69.46,Standard,9,2022-08-22,No,4
ORD000114,2022-08-13,CUST00713,PRD0018,Skincare Kit,Beauty,3,154.57,0.1,417.34,195.58,Standard,6,2022-08-19,No,4
ORD000115,2023-02-25,CUST00822,PRD0007,T-Shirt,Clothing,1,102.69,0.05,97.56,50.14,Standard,4,2023-03-01,No,4
ORD000116,2024-07-09,CUST00012,PRD0017,Storage Box,Home & Kitchen,1,172.28,0.25,129.21,63.93,Standard,8,2024-07-17,No,3
ORD000117,2023-10-02,CUST00007,PRD0006,Camera,Electronics,4,233.09,0.2,745.89,412.29,Standard,8,2023-10-10,No,4
ORD000118,2022-08-28,CUST00741,PRD0023,Dumbbells,Sports,1,137.68,0.25,103.26,21.73,Standard,9,2022-09-06,No,4
ORD000119,2024-05-30,CUST00508,PRD0026,Fitness Tracker,Sports,4,225.89,0.0,903.56,280.0,Express,4,2024-06-03,No,4
