CustomerID,CustomerName,Segment,Region,City,JoinDate
CUST00100,Customer 100,Consumer,West,Los Angeles,2021-01-23
CUST00101,Customer 101,Home Office,East,Boston,2024-04-18
CUST00102,Customer 102,Corporate,West,Seattle,2023-02-08
CUST00103,Customer 103,Corporate,West,San Francisco,2021-09-15
CUST00104,Customer 104,Corporate,East,Philadelphia,2023-05-02
CUST00105,Customer 105,Consumer,West,Los Angeles,2023-08-15
CUST00106,Customer 106,Home Office,West,San Francisco,2024-04-06
CUST00107,Customer 107,Consumer,South,Miami,2021-01-12
CUST00108,Customer 108,Consumer,East,Philadelphia,2023-01-24
CUST00109,Customer 109,Consumer,Central,Chicago,2023-08-28
CUST00110,Customer 110,Corporate,East,New York,2024-05-04
CUST00111,Customer 111,Consumer,Central,Houston,2022-02-17
CUST00112,Customer 112,Consumer,East,New York,2023-01-31
CUST00113,Customer 113,Consumer,West,San Francisco,2024-01-28
CUST00114,Customer 114,Consumer,West,San Francisco,2021-04-06
CUST00115,Customer 115,Home Office,West,Los Angeles,2024-10-24
CUST00116,Customer 116,Corporate,Central,Houston,2023-05-23
CUST00117,Customer 117,Consumer,West,Los Angeles,2024-09-27
CUST00118,Customer 118,Consumer,West,Los Angeles,2024-06-10
CUST00119,Customer 119,Consumer,South,Atlanta,2023-01-05
CUST00120,Customer 120,Corporate,South,Charlotte,2021-05-24
CUST00121,Customer 121,Consumer,West,Los Angeles,2023-08-06
CUST00122,Customer 122,Corporate,Central,Houston,2024-03-13
CUST00123,Customer 123,Consumer,Central,Dallas,2024-04-24
CUST00124,Customer 124,Consumer,East,New York,2024-04-01
CUST00125,Customer 125,Consumer,South,Atlanta,2023-01-21
CUST00126,Customer 126,Corporate,East,New York,2024-06-30
CUST00127,Customer 127,Consumer,South,Atlanta,2023-08-04
CUST00128,Customer 128,Consumer,South,Miami,2024-04-03
CUST00129,Customer 129,Corporate,East,New York,2024-09-27
CUST00130,Customer 130,Home Office,South,Miami,2024-08-17
CUST00131,Customer 131,Consumer,Central,Houston,2022-03-21
CUST00132,Customer 132,Corporate,West,Seattle,2021-02-08
CUST00133,Customer 133,Consumer,West,Seattle,2024-05-28
CUST00134,Customer 134,Corporate,West,Los Angeles,2023-06-14
CUST00135,Customer 135,Corporate,Central,Chicago,2021-12-14
CUST00136,Customer 136,Consumer,South,Miami,2023-04-04
CUST00137,Customer 137,Consumer,West,Seattle,2022-11-16
CUST00138,Customer 138,Consumer,South,Miami,2021-03-21
CUST00139,Customer 139,Home Office,West,Los Angeles,2024-06-04
CUST00140,Customer 140,Consumer,Central,Houston,2024-06-10
CUST00141,Customer 141,Consumer,East,New York,2024-10-28
CUST00142,Customer 142,Consumer,Central,Houston,2023-08-29
CUST00143,Customer 143,Home Office,West,Seattle,2023-08-30
CUST00144,Customer 144,Consumer,East,Boston,2024-10-03
CUST00145,Customer 145,Consumer,Central,Dallas,2022-06-24
CUST00146,Customer 146,Home Office,East,Philadelphia,2022-05-17
CUST00147,Customer 147,Consumer,East,New York,2022-04-06
CUST00148,Customer 148,Consumer,Central,Dallas,2024-06-30
CUST00149,Customer 149,Consumer,South,Miami,2022-03-26
CUST00150,Customer 150,Home Office,East,Philadelphia,2023-05-27
CUST00151,Customer 151,Consumer,East,Boston,2023-12-25
CUST00152,Customer 152,Home Office,West,San Francisco,2023-05-03
CUST00153,Customer 153,Consumer,Central,Houston,2023-03-06
CUST00154,Customer 154,Consumer,West,Los Angeles,2024-01-28
CUST00155,Customer 155,Consumer,East,Philadelphia,2022-06-02
CUST00156,Customer 156,Consumer,Central,Chicago,2023-02-10
CUST00157,Customer 157,Corporate,West,Los Angeles,2022-12-15
CUST00158,Customer 158,Consumer,South,Atlanta,2022-04-02
CUST00159,Customer 159,Home Office,East,New York,2022-03-25
CUST00160,Customer 160,Corporate,Central,Houston,2024-01-01
CUST00161,Customer 161,Consumer,East,Boston,2021-04-28
CUST00162,Customer 162,Consumer,South,Miami,2023-12-14
CUST00163,Customer 163,Consumer,South,Charlotte,2022-02-05
CUST00164,Customer 164,Consumer,East,Philadelphia,2024-06-06
CUST00165,Customer 165,Corporate,Central,Houston,2021-04-13
CUST00166,Customer 166,Consumer,East,Boston,2024-08-22
CUST00167,Customer 167,Consumer,Central,Houston,2022-03-11
CUST00168,Customer 168,Consumer,South,Atlanta,2023-09-11
CUST00169,Customer 169,Consumer,South,Atlanta,2021-03-22
CUST00170,Customer 170,Consumer,South,Miami,2024-09-15
CUST00171,Customer 171,Consumer,Central,Chicago,2022-06-30
CUST00172,Customer 172,Consumer,Central,Dallas,2021-02-12
CUST00173,Customer 173,Consumer,East,New York,2024-04-21
CUST00174,Customer 174,Consumer,Central,Chicago,2024-05-03
CUST00175,Customer 175,Consumer,South,Atlanta,2021-03-02
CUST00176,Customer 176,Consumer,East,New York,2022-08-27
CUST00177,Customer 177,Consumer,West,Seattle,2022-10-07
CUST00178,Customer 178,Consumer,West,Seattle,2024-01-07
CUST00179,Customer 179,Consumer,West,Seattle,2021-09-06
CUST00180,Customer 180,Corporate,West,Seattle,2021-04-17
CUST00181,Customer 181,Consumer,South,Atlanta,2023-03-15
CUST00182,Customer 182,Corporate,South,Miami,2022-12-20
CUST00183,Customer 183,Home Office,West,Seattle,2022-04-19
CUST00184,Customer 184,Consumer,Central,Dallas,2021-12-31
CUST00185,Customer 185,Consumer,East,Philadelphia,2023-10-28
CUST00186,Customer 186,Home Office,Central,Houston,2024-07-21
CUST00187,Customer 187,Consumer,West,San Francisco,2024-04-30
CUST00188,Customer 188,Consumer,East,Boston,2023-11-29
CUST00189,Customer 189,Consumer,West,Seattle,2021-05-06
CUST00190,Customer 190,Home Office,East,New York,2021-03-08
CUST00191,Customer 191,Consumer,Central,Houston,2021-02-03
CUST00192,Customer 192,Corporate,West,San Francisco,2022-03-01
CUST00193,Customer 193,Home Office,West,Seattle,2021-11-11
CUST00194,Customer 194,Corporate,South,Miami,2022-10-24
CUST00195,Customer 195,Consumer,East,Boston,2023-04-23
CUST00196,Customer 196,Corporate,East,Philadelphia,2024-03-06
CUST00197,Customer 197,Consumer,East,New York,2022-07-02
CUST00198,Customer 198,Home Office,South,Charlotte,2021-01-04
CUST00199,Customer 199,Home Office,East,Boston,2022-05-19
CUST00200,Customer 200,Corporate,Central,Dallas,2023-04-27
CUST00201,Customer 201,Consumer,West,Los Angeles,2024-08-16
CUST00202,Customer 202,Home Office,East,Philadelphia,2022-12-25
CUST00203,Customer 203,Consumer,West,San Francisco,2021-01-01
CUST00204,Customer 204,Consumer,Central,Chicago,2021-05-19
CUST00205,Customer 205,Consumer,South,Charlotte,2023-06-21
CUST00206,Customer 206,Consumer,West,San Francisco,2021-06-21
CUST00207,Customer 207,Corporate,East,New York,2024-09-04
CUST00208,Customer 208,Corporate,Central,Houston,2023-06-30
CUST00209,Customer 209,Consumer,West,Seattle,2024-01-24
CUST00210,Customer 210,Home Office,South,Atlanta,2021-11-30
CUST00211,Customer 211,Home Office,South,Atlanta,2022-08-11
CUST00212,Customer 212,Home Office,West,Seattle,2024-10-04
CUST00213,Customer 213,Corporate,East,Boston,2023-03-09
CUST00214,Customer 214,Consumer,South,Charlotte,2021-03-19
CUST00215,Customer 215,Consumer,West,Los Angeles,2023-12-02
CUST00216,Customer 216,Corporate,West,San Francisco,2022-09-08
CUST00217,Customer 217,Consumer,West,Seattle,2023-11-13
CUST00218,Customer 218,Corporate,West,Los Angeles,2024-06-02
CUST00219,Customer 219,Consumer,West,Los Angeles,2021-04-14
CUST00220,Customer 220,Consumer,Central,Dallas,2022-08-02
CUST00221,Customer 221,Consumer,Central,Houston,2024-08-05
CUST00222,Customer 222,Home Office,West,Los Angeles,2022-07-04
CUST00223,Customer 223,Corporate,Central,Houston,2023-08-09
CUST00224,Customer 224,Consumer,East,Boston,2022-06-01
CUST00225,Customer 225,Consumer,South,Atlanta,2024-03-28
CUST00226,Customer 226,Consumer,West,San Francisco,2024-03-26
CUST00227,Customer 227,Consumer,West,Los Angeles,2021-05-10
CUST00228,Customer 228,Corporate,East,Boston,2024-07-30
CUST00229,Customer 229,Consumer,West,Seattle,2023-05-22
CUST00230,Customer 230,Consumer,Central,Houston,2021-12-12
CUST00231,Customer 231,Consumer,South,Miami,2023-08-16
CUST00232,Customer 232,Consumer,East,Philadelphia,2023-10-01
CUST00233,Customer 233,Corporate,West,Los Angeles,2021-05-07
CUST00234,Customer 234,Corporate,East,Boston,2023-10-11
CUST00235,Customer 235,Consumer,East,New York,2023-02-18
CUST00236,Customer 236,Consumer,West,Los Angeles,2024-10-01
CUST00237,Customer 237,Consumer,South,Miami,2023-10-22
CUST00238,Customer 238,Consumer,South,Charlotte,2022-10-23
CUST00239,Customer 239,Corporate,West,Seattle,2021-11-09
CUST00240,Customer 240,Consumer,East,Philadelphia,2021-09-01
CUST00241,Customer 241,Home Office,West,Seattle,2024-05-18
CUST00242,Customer 242,Home Office,West,San Francisco,2023-08-13
CUST00243,Customer 243,Consumer,West,Los Angeles,2024-04-18
CUST00244,Customer 244,Home Office,West,Los Angeles,2021-10-12
CUST00245,Customer 245,Corporate,Central,Dallas,2023-12-09
CUST00246,Customer 246,Home Office,East,New York,2021-05-28
CUST00247,Customer 247,Consumer,West,Los Angeles,2024-10-15
CUST00248,Customer 248,Corporate,West,Los Angeles,2023-09-17
CUST00249,Customer 249,Consumer,Central,Houston,2024-09-03
CUST00250,Customer 250,Consumer,East,New York,2021-10-13
CUST00251,Customer 251,Corporate,South,Miami,2022-08-13
CUST00252,Customer 252,Consumer,Central,Dallas,2023-09-15
CUST00253,Customer 253,Consumer,West,San Francisco,2023-04-11
CUST00254,Customer 254,Consumer,East,Philadelphia,2023-03-11
CUST00255,Customer 255,Home Office,East,Boston,2021-03-28
CUST00256,Customer 256,Home Office,South,Charlotte,2024-10-04
CUST00257,Customer 257,Corporate,West,San Francisco,2022-03-19
CUST00258,Customer 258,Corporate,West,Los Angeles,2024-06-16
CUST00259,Customer 259,Home Office,West,San Francisco,2024-07-11
CUST00260,Customer 260,Consumer,East,Boston,2024-08-04
CUST00261,Customer 261,Home Office,South,Miami,2021-07-01
CUST00262,Customer 262,Consumer,East,Boston,2021-01-07
CUST00263,Customer 263,Corporate,Central,Chicago,2021-05-27
CUST00264,Customer 264,Home Office,East,New York,2022-12-01
CUST00265,Customer 265,Home Office,Central,Chicago,2023-01-16
CUST00266,Customer 266,Consumer,South,Charlotte,2022-01-31
CUST00267,Customer 267,Consumer,South,Atlanta,2023-06-24
CUST00268,Customer 268,Consumer,West,Seattle,2023-05-04
CUST00269,Customer 269,Consumer,Central,Dallas,2022-09-24
CUST00270,Customer 270,Consumer,South,Miami,2024-02-13
CUST00271,Customer 271,Corporate,West,Seattle,2021-08-25
CUST00272,Customer 272,Consumer,West,Seattle,2024-06-12
CUST00273,Customer 273,Consumer,West,Los Angeles,2024-02-07
CUST00274,Customer 274,Corporate,Central,Dallas,2024-03-15
CUST00275,Customer 275,Corporate,West,Los Angeles,2023-07-23
CUST00276,Customer 276,Consumer,East,Boston,2022-08-11
CUST00277,Customer 277,Consumer,East,New York,2021-01-27
CUST00278,Customer 278,Home Office,South,Atlanta,2021-09-25
CUST00279,Customer 279,Consumer,Central,Dallas,2023-07-11
CUST00280,Customer 280,Corporate,West,Seattle,2021-05-10
CUST00281,Customer 281,Corporate,East,Philadelphia,2022-11-24
CUST00282,Customer 282,Consumer,Central,Chicago,2024-08-12
CUST00283,Customer 283,Home Office,West,San Francisco,2023-03-18
CUST00284,Customer 284,Home Office,Central,Houston,2022-09-15
CUST00285,Customer 285,Consumer,South,Miami,2023-01-21
CUST00286,Customer 286,Corporate,East,Philadelphia,2023-08-16
CUST00287,Customer 287,Consumer,South,Miami,2021-06-03
CUST00288,Customer 288,Consumer,West,Los Angeles,2024-05-25
CUST00289,Customer 289,Corporate,Central,Chicago,2023-11-29
CUST00290,Customer 290,Consumer,East,Philadelphia,2021-04-12
CUST00291,Customer 291,Consumer,Central,Houston,2023-03-28
CUST00292,Customer 292,Home Office,East,Philadelphia,2021-01-12
CUST00293,Customer 293,Home Office,West,San Francisco,2022-10-23
CUST00294,Customer 294,Corporate,Central,Dallas,2024-05-08
CUST00295,Customer 295,Consumer,East,Philadelphia,2022-05-04
CUST00296,Customer 296,Consumer,South,Atlanta,2023-11-06
CUST00297,Customer 297,Consumer,South,Miami,2024-01-15
CUST00298,Customer 298,Consumer,South,Miami,2021-05-17
CUST00299,Customer 299,Consumer,East,Philadelphia,2022-12-28
CUST00300,Customer 300,Corporate,Central,Houston,2023-09-22
CUST00301,Customer 301,Corporate,West,Los Angeles,2024-03-28
CUST00302,Customer 302,Corporate,West,Los Angeles,2024-01-27
CUST00303,Customer 303,Consumer,South,Atlanta,2021-07-02
CUST00304,Customer 304,Corporate,West,Los Angeles,2024-10-04
CUST00305,Customer 305,Corporate,Central,Chicago,2021-01-16
CUST00306,Customer 306,Home Office,West,Seattle,2021-11-07
CUST00307,Customer 307,Home Office,West,San Francisco,2023-01-29
CUST00308,Customer 308,Consumer,East,Philadelphia,2023-11-29
CUST00309,Customer 309,Consumer,East,New York,2022-04-22
CUST00310,Customer 310,Consumer,East,Philadelphia,2022-01-12
CUST00311,Customer 311,Consumer,Central,Houston,2021-12-06
CUST00312,Customer 312,Consumer,Central,Houston,2024-03-11
CUST00313,Customer 313,Home Office,West,Seattle,2021-10-20
CUST00314,Customer 314,Consumer,East,Boston,2022-08-08
CUST00315,Customer 315,Consumer,East,Philadelphia,2021-03-02
CUST00316,Customer 316,Corporate,East,Philadelphia,2024-09-04
CUST00317,Customer 317,Consumer,South,Miami,2021-08-14
CUST00318,Customer 318,Home Office,East,Philadelphia,2024-08-26
CUST00319,Customer 319,Consumer,Central,Dallas,2024-02-05
CUST00320,Customer 320,Consumer,East,New York,2022-05-21
CUST00321,Customer 321,Consumer,Central,Chicago,2021-02-23
CUST00322,Customer 322,Home Office,South,Charlotte,2023-11-10
CUST00323,Customer 323,Consumer,South,Atlanta,2022-02-23
CUST00324,Customer 324,Corporate,Central,Houston,2021-06-09
CUST00325,Customer 325,Corporate,West,Los Angeles,2024-01-18
CUST00326,Customer 326,Corporate,Central,Dallas,2024-07-14
CUST00327,Customer 327,Consumer,South,Miami,2024-05-03
CUST00328,Customer 328,Home Office,South,Miami,2021-02-09
CUST00329,Customer 329,Corporate,South,Atlanta,2023-09-11
CUST00330,Customer 330,Consumer,East,Philadelphia,2024-04-14
CUST00331,Customer 331,Consumer,West,Los Angeles,2023-03-07
CUST00332,Customer 332,Home Office,East,New York,2021-08-12
CUST00333,Customer 333,Home Office,West,San Francisco,2023-11-30
CUST00334,Customer 334,Corporate,Central,Chicago,2024-08-05
CUST00335,Customer 335,Corporate,South,Miami,2022-07-25
CUST00336,Customer 336,Corporate,South,Charlotte,2022-07-11
CUST00337,Customer 337,Corporate,Central,Houston,2022-02-26
CUST00338,Customer 338,Home Office,East,New York,2023-04-06
CUST00339,Customer 339,Home Office,West,Seattle,2022-11-03
CUST00340,Customer 340,Corporate,West,San Francisco,2021-03-23
CUST00341,Customer 341,Home Office,South,Miami,2021-10-22
CUST00342,Customer 342,Consumer,East,Philadelphia,2024-02-11
CUST00343,Customer 343,Consumer,West,Seattle,2022-12-01
CUST00344,Customer 344,Corporate,East,Boston,2022-04-12
CUST00345,Customer 345,Consumer,Central,Dallas,2022-07-26
CUST00346,Customer 346,Corporate,East,Boston,2024-05-04
CUST00347,Customer 347,Corporate,East,Philadelphia,2021-07-11
CUST00348,Customer 348,Consumer,Central,Dallas,2023-06-05
CUST00349,Customer 349,Corporate,West,San Francisco,2021-07-29
CUST00350,Customer 350,Home Office,South,Miami,2022-12-17
CUST00351,Customer 351,Consumer,Central,Chicago,2022-04-05
CUST00352,Customer 352,Consumer,East,Boston,2023-05-29
CUST00353,Customer 353,Corporate,West,Seattle,2023-01-08
CUST00354,Customer 354,Consumer,South,Miami,2021-02-08
CUST00355,Customer 355,Corporate,West,San Francisco,2023-06-03
CUST00356,Customer 356,Corporate,South,Atlanta,2023-04-29
CUST00357,Customer 357,Consumer,South,Miami,2021-01-21
CUST00358,Customer 358,Home Office,South,Atlanta,2024-07-04
CUST00359,Customer 359,Corporate,West,Seattle,2024-04-01
CUST00360,Customer 360,Corporate,East,Boston,2024-07-18
CUST00361,Customer 361,Consumer,West,Seattle,2023-09-12
CUST00362,Customer 362,Corporate,South,Charlotte,2023-11-17
CUST00363,Customer 363,Corporate,South,Charlotte,2021-12-15
CUST00364,Customer 364,Consumer,East,Boston,2023-06-18
CUST00365,Customer 365,Consumer,East,Boston,2021-07-25
CUST00366,Customer 366,Corporate,Central,Chicago,2023-10-14
CUST00367,Customer 367,Corporate,East,New York,2021-04-27
CUST00368,Customer 368,Consumer,Central,Chicago,2022-12-22
CUST00369,Customer 369,Consumer,East,Boston,2024-10-21
CUST00370,Customer 370,Corporate,South,Charlotte,2024-08-17
CUST00371,Customer 371,Home Office,Central,Chicago,2023-02-18
CUST00372,Customer 372,Consumer,West,Los Angeles,2022-08-11
CUST00373,Customer 373,Consumer,South,Atlanta,2024-01-15
CUST00374,Customer 374,Consumer,East,Boston,2021-01-02
CUST00375,Customer 375,Home Office,West,Seattle,2022-08-12
CUST00376,Customer 376,Consumer,East,Boston,2024-04-04
CUST00377,Customer 377,Corporate,West,Seattle,2021-05-23
CUST00378,Customer 378,Consumer,East,New York,2021-11-13
CUST00379,Customer 379,Consumer,Central,Dallas,2024-01-02
CUST00380,Customer 380,Consumer,East,Boston,2022-12-17
CUST00381,Customer 381,Corporate,South,Atlanta,2024-01-13
CUST00382,Customer 382,Corporate,West,San Francisco,2022-04-04
CUST00383,Customer 383,Consumer,South,Atlanta,2021-01-22
CUST00384,Customer 384,Corporate,West,Los Angeles,2023-05-24
CUST00385,Customer 385,Corporate,West,San Francisco,2023-06-28
CUST00386,Customer 386,Corporate,West,San Francisco,2023-01-20
CUST00387,Customer 387,Consumer,West,San Francisco,2021-11-05
CUST00388,Customer 388,Consumer,Central,Dallas,2023-07-03
CUST00389,Customer 389,Consumer,Central,Chicago,2023-12-19
CUST00390,Customer 390,Consumer,Central,Houston,2022-03-21
CUST00391,Customer 391,Consumer,East,New York,2023-06-22
CUST00392,Customer 392,Home Office,West,San Francisco,2023-08-15
CUST00393,Customer 393,Corporate,South,Atlanta,2022-06-16
CUST00394,Customer 394,Consumer,West,San Francisco,2022-08-31
CUST00395,Customer 395,Consumer,Central,Dallas,2022-08-01
CUST00396,Customer 396,Corporate,Central,Houston,2023-01-25
CUST00397,Customer 397,Home Office,Central,Houston,2024-06-14
CUST00398,Customer 398,Home Office,West,Los Angeles,2023-05-17
CUST00399,Customer 399,Consumer,Central,Dallas,2024-08-14
CUST00400,Customer 400,Home Office,East,Philadelphia,2021-10-20
CUST00401,Customer 401,Consumer,South,Atlanta,2022-01-16
CUST00402,Customer 402,Consumer,West,Los Angeles,2024-01-13
CUST00403,Customer 403,Consumer,Central,Houston,2021-01-28
CUST00404,Customer 404,Corporate,East,Philadelphia,2022-04-05
CUST00405,Customer 405,Home Office,East,Philadelphia,2021-10-14
CUST00406,Customer 406,Consumer,East,Boston,2022-08-15
CUST00407,Customer 407,Consumer,West,Seattle,2024-10-16
CUST00408,Customer 408,Consumer,West,San Francisco,2023-08-30
CUST00409,Customer 409,Consumer,Central,Chicago,2024-02-05
CUST00410,Customer 410,Corporate,Central,Chicago,2021-11-01
CUST00411,Customer 411,Corporate,South,Charlotte,2022-09-12
CUST00412,Customer 412,Consumer,West,Seattle,2023-08-27
CUST00413,Customer 413,Home Office,West,Los Angeles,2023-10-22
CUST00414,Customer 414,Consumer,East,New York,2023-12-19
CUST00415,Customer 415,Consumer,West,Seattle,2023-11-02
CUST00416,Customer 416,Home Office,East,Philadelphia,2021-05-06
CUST00417,Customer 417,Corporate,South,Miami,2023-11-29
CUST00418,Customer 418,Consumer,West,Seattle,2023-07-08
CUST00419,Customer 419,Consumer,Central,Dallas,2021-11-04
CUST00420,Customer 420,Consumer,Central,Houston,2023-10-29
CUST00421,Customer 421,Consumer,South,Miami,2024-10-07
CUST00422,Customer 422,Home Office,East,Philadelphia,2024-05-01
CUST00423,Customer 423,Home Office,South,Atlanta,2021-04-24
CUST00424,Customer 424,Home Office,East,Philadelphia,2023-01-14
CUST00425,Customer 425,Consumer,Central,Chicago,2023-03-25
CUST00426,Customer 426,Corporate,South,Charlotte,2023-12-13
CUST00427,Customer 427,Corporate,Central,Dallas,2024-05-28
CUST00428,Customer 428,Corporate,East,Philadelphia,2024-03-30
CUST00429,Customer 429,Home Office,West,Los Angeles,2022-08-12
CUST00430,Customer 430,Consumer,West,Seattle,2024-01-31
CUST00431,Customer 431,Corporate,West,Seattle,2022-02-01
CUST00432,Customer 432,Consumer,Central,Houston,2024-09-29
CUST00433,Customer 433,Corporate,West,Los Angeles,2023-12-25
CUST00434,Customer 434,Consumer,West,Los Angeles,2023-04-08
CUST00435,Customer 435,Corporate,West,Los Angeles,2021-10-18
CUST00436,Customer 436,Consumer,East,Philadelphia,2023-08-26
CUST00437,Customer 437,Corporate,Central,Dallas,2023-10-24
CUST00438,Customer 438,Home Office,West,Seattle,2022-03-30
CUST00439,Customer 439,Corporate,South,Miami,2021-01-12
CUST00440,Customer 440,Consumer,East,Philadelphia,2024-08-16
CUST00441,Customer 441,Consumer,West,San Francisco,2024-09-11
CUST00442,Customer 442,Corporate,Central,Houston,2023-10-02
CUST00443,Customer 443,Consumer,South,Charlotte,2024-02-15
